"Date","Time","Millisecond","TT201 °C","TT202 °C","TT203 °C","TT204 °C","TT205 °C","TT206 °C","TT207 °C","TT208 °C","TT211 °C","TT212 °C","TT213 °C","TT221 °C","TT222 °C","TT223 °C","FT211 L/h","FT221 L/h","PT230 bar","OXT240 %","WT210 kg","WT220 kg","TT201_A °C","TT2105_A °C","TT208_A °C","FT240","PIGNAT_RESERVE5","TT301 °C","TT302 °C","TT303 °C","WT301 kW?","WT302 kW?","WT303 kW?","FIVE_RESERVE1","FIVE_RESERVE2","FIVE_RESERVE3","FIVE_RESERVE4","FIVE_RESERVE5","TI104 °C","TI106 °C","TI108 °C","TI110 °C","PI111 bar","TI132 °C","TI141 °C","TI182 °C","TI181 °C","TI174 °C","TI186 °C","PI177 bar","FTZ142 L/h","VDF100_ETAT O=Fermé, 1=Ouvert","VDF170_ETAT O=Fermé, 1=Ouvert"
"2025/02/13","00:00:01",223,"520.1","519.9","520.0","364.2","520.0","77.8","25.4","25.4","84.3","82.1","26.4","10.5","10.8","26.9","222.1","723.8","-0.943","0.0","-4.3","0.0","364.2","326.2","26.2","0.004","0.0","150.1","149.4","149.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","190.9","193.1","190.2","181.5","-0.1","190.1","226.2","451.2","452.9","196.2","0.0","0.0","0.0","0","0"
"2025/02/13","00:00:06",223,"520.0","519.9","520.0","364.2","520.0","77.7","25.4","25.4","84.3","82.1","26.4","10.6","10.9","26.9","223.2","724.5","-0.942","0.0","-4.3","0.0","364.2","326.2","26.2","0.004","0.0","150.1","149.4","149.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","190.8","193.2","190.3","181.5","-0.1","190.1","226.1","451.2","452.9","196.2","0.0","0.0","0.0","0","0"
"2025/02/13","00:00:11",223,"520.0","520.0","520.0","364.2","520.0","77.7","25.4","25.4","84.4","82.1","26.4","10.6","10.9","26.9","223.2","724.0","-0.942","0.0","-4.3","0.0","364.2","326.2","26.2","0.003","0.0","150.0","149.5","150.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","190.5","193.1","190.2","181.5","-0.1","190.0","226.2","451.2","452.9","196.2","0.0","0.0","0.0","0","0"
"2025/02/13","00:00:16",221,"520.0","519.9","520.0","364.2","520.0","77.7","25.4","25.5","84.4","82.1","26.4","10.6","10.9","26.9","222.1","723.3","-0.942","0.0","-4.3","0.0","364.2","326.2","26.2","0.004","0.0","150.1","149.2","149.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","190.5","193.1","190.2","181.5","-0.1","190.1","226.2","451.2","452.8","196.4","0.0","0.0","0.0","0","0"
"2025/02/13","00:00:21",221,"520.0","520.0","520.0","364.2","520.0","77.7","25.4","25.5","84.3","82.1","26.4","10.6","10.9","26.9","223.6","724.3","-0.942","0.0","-4.3","0.0","364.2","326.2","26.2","0.003","0.0","149.9","149.2","149.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","190.5","193.1","190.2","181.4","-0.1","190.1","226.2","451.1","452.9","196.5","0.0","0.0","0.0","0","0"
"2025/02/13","00:00:26",239,"520.1","519.9","520.0","364.2","520.0","77.7","25.4","25.5","84.3","82.1","26.4","10.6","10.9","26.9","223.2","723.6","-0.942","0.0","-4.3","0.0","364.2","326.1","26.2","0.003","0.0","150.1","149.4","150.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","190.5","193.0","190.3","181.5","-0.1","190.1","226.3","451.1","452.8","196.2","0.0","0.0","0.0","0","0"
"2025/02/13","00:00:31",255,"520.0","520.0","520.0","364.2","520.0","77.7","25.4","25.5","84.3","82.1","26.4","10.6","11.0","26.9","223.2","724.0","-0.942","0.0","-4.3","0.0","364.2","326.1","26.2","0.003","0.0","150.1","149.4","149.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","190.2","192.7","190.2","181.4","-0.1","190.1","226.1","451.1","452.8","196.3","0.0","0.0","0.0","0","0"
"2025/02/13","00:00:36",220,"520.0","520.0","520.0","364.2","520.0","77.7","25.4","25.4","84.3","82.1","26.4","10.6","10.9","26.9","223.2","724.0","-0.942","0.0","-4.3","0.0","364.2","326.2","26.2","0.003","0.0","150.1","149.5","149.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","189.4","192.0","190.1","181.4","-0.1","190.0","226.1","451.1","452.7","196.3","0.0","-0.0","0.0","0","0"
"2025/02/13","00:00:41",221,"520.0","520.0","520.0","364.2","520.0","77.7","25.4","25.5","84.3","82.1","26.4","10.5","10.9","26.9","223.9","723.3","-0.942","0.0","-4.3","0.0","364.2","326.2","26.2","0.004","0.0","150.1","149.3","149.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","189.1","191.7","190.1","181.4","-0.1","190.0","226.1","451.1","452.7","196.3","0.0","0.0","0.0","0","0"
"2025/02/13","00:00:46",221,"520.0","520.0","520.0","364.2","520.0","77.7","25.4","25.5","84.2","82.1","26.4","10.4","10.9","26.9","224.3","723.6","-0.942","0.0","-4.3","0.0","364.2","326.2","26.2","0.003","0.0","150.1","149.4","149.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","188.8","191.1","190.2","181.4","-0.1","189.8","226.1","451.1","452.8","196.3","0.0","0.0","0.0","0","0"
"2025/02/13","00:00:51",220,"520.0","519.9","520.0","364.2","520.0","77.7","25.4","25.4","84.2","82.1","26.4","10.4","10.8","26.9","223.6","723.1","-0.942","0.0","-4.3","0.0","364.2","326.2","26.2","0.004","0.0","150.1","149.2","149.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","188.7","191.0","190.1","181.3","-0.1","190.0","226.2","451.0","452.7","196.2","0.0","-0.0","0.0","0","0"
"2025/02/13","00:00:56",220,"520.1","520.0","520.0","364.2","520.0","77.7","25.4","25.4","84.2","82.1","26.4","10.4","10.8","26.9","223.2","724.0","-0.942","0.0","-4.3","0.0","364.2","326.1","26.2","0.003","0.0","150.0","149.3","149.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","188.5","190.7","190.1","181.4","-0.1","190.0","226.3","450.9","452.6","196.2","0.0","-0.0","0.0","0","0"
"2025/02/13","00:01:01",220,"520.1","520.0","520.0","364.2","520.0","77.7","25.4","25.4","84.2","82.0","26.4","10.4","10.8","26.9","223.6","723.6","-0.942","0.0","-4.3","0.0","364.2","326.2","26.2","0.002","0.0","150.1","149.4","150.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","188.4","190.3","190.1","181.4","-0.1","189.8","226.2","450.9","452.6","196.4","0.0","0.0","0.0","0","0"
"2025/02/13","00:01:06",220,"520.0","520.0","520.0","364.2","520.0","77.7","25.4","25.4","84.2","82.0","26.4","10.3","10.7","26.9","224.3","723.3","-0.943","0.0","-4.3","0.0","364.2","326.1","26.2","0.004","0.0","150.1","149.3","149.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","188.5","190.0","190.1","181.4","-0.1","189.9","226.1","450.8","452.7","196.3","0.0","-0.0","0.0","0","0"
"2025/02/13","00:01:11",253,"520.1","520.0","520.0","364.2","520.0","77.7","25.4","25.5","84.2","82.0","26.4","10.3","10.7","26.9","223.2","724.5","-0.942","0.0","-4.3","0.0","364.2","326.2","26.2","0.003","0.0","150.1","149.3","149.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","188.8","189.6","190.0","181.4","-0.1","189.9","226.1","450.8","452.6","196.4","0.0","0.0","0.0","0","0"
"2025/02/13","00:01:16",236,"520.0","520.0","520.0","364.2","520.0","77.7","25.4","25.4","84.2","82.0","26.4","10.3","10.7","26.9","224.6","724.0","-0.942","0.0","-4.3","0.0","364.2","326.1","26.2","0.003","0.0","150.0","149.0","149.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","188.8","189.4","190.1","181.4","-0.1","190.0","226.2","450.7","452.6","196.4","0.0","-0.0","0.0","0","0"
"2025/02/13","00:01:21",220,"520.0","520.0","520.0","364.2","520.0","77.7","25.4","25.5","84.2","82.0","26.4","10.3","10.7","26.9","224.3","724.7","-0.943","0.0","-4.3","0.0","364.2","326.2","26.2","0.003","0.0","150.1","149.2","149.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","188.5","188.8","190.1","181.3","-0.1","190.0","226.2","450.6","452.5","196.4","0.0","0.0","0.0","0","0"
"2025/02/13","00:01:26",220,"520.0","520.0","520.0","364.2","520.0","77.7","25.4","25.4","84.3","82.0","26.4","10.4","10.7","26.9","224.3","723.8","-0.943","0.0","-4.3","0.0","364.2","326.1","26.2","0.004","0.0","150.1","149.5","149.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","188.7","188.6","190.0","181.4","-0.1","190.0","226.2","450.6","452.6","196.4","0.0","0.0","0.0","0","0"
"2025/02/13","00:01:31",236,"520.0","520.0","520.0","364.2","520.0","77.7","25.4","25.4","84.3","82.0","26.4","10.4","10.7","26.9","225.4","723.8","-0.942","0.0","-4.3","0.0","364.2","326.1","26.2","0.003","0.0","150.3","149.4","149.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","189.0","188.7","190.1","181.5","-0.1","190.0","226.1","450.7","452.5","196.3","0.0","0.0","0.0","0","0"
"2025/02/13","00:01:36",236,"520.0","520.0","520.0","364.2","520.0","77.7","25.4","25.4","84.3","82.0","26.4","10.4","10.7","26.9","226.1","724.3","-0.943","0.0","-4.3","0.0","364.2","326.1","26.2","0.004","0.0","150.3","149.3","149.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","189.1","188.6","190.0","181.4","-0.1","190.0","226.3","450.6","452.5","196.3","0.0","0.0","0.0","0","0"
"2025/02/13","00:01:41",236,"520.0","520.0","520.0","364.2","520.0","77.7","25.4","25.4","84.3","82.0","26.4","10.4","10.7","26.9","225.7","723.3","-0.943","0.0","-4.3","0.0","364.2","326.1","26.2","0.003","0.0","150.1","149.4","149.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","189.0","188.3","190.0","181.4","-0.1","190.0","226.2","450.6","452.4","196.4","0.0","0.0","0.0","0","0"
"2025/02/13","00:01:46",236,"520.0","520.0","520.0","364.2","520.1","77.7","25.4","25.5","84.4","82.0","26.4","10.4","10.8","26.9","225.7","724.0","-0.943","0.0","-4.3","0.0","364.2","326.1","26.2","0.003","0.0","150.0","149.2","149.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","189.1","188.1","190.0","181.5","-0.1","189.9","226.2","450.5","452.4","196.3","0.0","0.0","0.0","0","0"
"2025/02/13","00:01:51",234,"520.0","520.0","520.0","364.2","520.0","77.7","25.4","25.4","84.4","82.0","26.4","10.5","10.8","26.9","226.4","723.1","-0.943","0.0","-4.3","0.0","364.2","326.1","26.2","0.003","0.0","150.2","149.4","149.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","189.7","188.4","189.8","181.4","-0.1","190.0","226.2","450.6","452.4","196.3","0.0","-0.0","0.0","0","0"
"2025/02/13","00:01:56",234,"520.0","520.0","520.0","364.2","520.0","77.7","25.4","25.5","84.5","81.9","26.4","10.5","10.8","26.9","226.1","723.1","-0.943","0.0","-4.3","0.0","364.2","326.1","26.2","0.004","0.0","150.1","149.4","149.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","189.8","188.2","190.0","181.4","-0.1","190.0","226.2","450.5","452.4","196.4","0.0","-0.0","0.0","0","0"
"2025/02/13","00:02:01",234,"520.0","520.0","520.0","364.2","520.0","77.7","25.4","25.4","84.5","81.9","26.4","10.5","10.8","26.9","227.9","724.0","-0.942","0.0","-4.3","0.0","364.2","326.1","26.2","0.003","0.0","149.9","149.3","149.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","190.2","188.2","190.1","181.4","-0.1","190.0","226.1","450.5","452.4","196.3","0.0","-0.0","0.0","0","0"
"2025/02/13","00:02:06",234,"520.0","520.0","520.0","364.2","520.0","77.6","25.4","25.5","84.5","81.9","26.4","10.5","10.8","26.9","227.9","723.6","-0.942","0.0","-4.3","0.0","364.2","326.1","26.2","0.003","0.0","150.0","149.4","149.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","190.4","187.9","190.1","181.6","-0.1","190.1","226.2","450.4","452.2","196.4","0.0","0.0","0.0","0","0"
"2025/02/13","00:02:11",233,"520.0","519.9","520.0","364.2","520.0","77.6","25.4","25.5","84.6","81.9","26.4","10.5","10.8","26.9","226.1","724.0","-0.942","0.0","-4.3","0.0","364.2","326.1","26.2","0.004","0.0","150.1","149.2","149.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","190.6","188.0","190.0","181.6","-0.1","190.0","226.3","450.4","452.3","196.4","0.0","-0.0","0.0","0","0"
"2025/02/13","00:02:16",233,"520.0","519.9","520.0","364.2","520.0","77.7","25.4","25.4","84.6","82.0","26.4","10.6","10.9","26.9","227.2","723.3","-0.942","0.0","-4.3","0.0","364.2","326.1","26.2","0.004","0.0","150.1","149.4","149.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","190.8","188.1","190.1","181.4","-0.1","190.1","226.2","450.3","452.3","196.5","0.0","0.0","0.0","0","0"
"2025/02/13","00:02:21",233,"520.0","520.0","520.0","364.2","520.0","77.6","25.4","25.5","84.6","81.9","26.4","10.6","10.9","26.9","227.9","724.0","-0.942","0.0","-4.3","0.0","364.2","326.1","26.2","0.004","0.0","150.1","149.3","149.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","190.9","188.1","190.0","181.6","-0.1","190.0","226.2","450.2","452.2","196.4","0.0","0.0","0.0","0","0"
"2025/02/13","00:02:26",233,"520.0","519.9","520.0","364.2","520.0","77.6","25.4","25.5","84.6","81.9","26.4","10.6","10.9","26.9","228.6","724.3","-0.942","0.0","-4.3","0.0","364.2","326.1","26.2","0.003","0.0","150.1","149.3","149.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","190.9","188.2","190.1","181.5","-0.1","190.0","226.1","450.3","452.2","196.3","0.0","-0.0","0.0","0","0"
"2025/02/13","00:02:31",233,"520.0","520.0","520.0","364.2","520.0","77.6","25.4","25.5","84.6","81.9","26.4","10.6","10.9","26.9","229.0","723.6","-0.943","0.0","-4.3","0.0","364.2","326.1","26.2","0.003","0.0","150.1","149.4","149.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","191.0","187.9","190.2","181.5","-0.1","190.0","226.2","450.2","452.1","196.4","0.0","0.0","0.0","0","0"
"2025/02/13","00:02:36",233,"520.0","519.9","520.0","364.2","520.0","77.6","25.4","25.4","84.6","81.9","26.4","10.7","10.9","26.9","229.0","723.3","-0.943","0.0","-4.3","0.0","364.2","326.1","26.2","0.004","0.0","150.1","149.4","149.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","191.3","188.2","190.3","181.5","-0.1","190.0","226.2","450.1","452.0","196.4","0.0","0.0","0.0","0","0"
"2025/02/13","00:02:41",233,"520.0","520.0","520.0","364.2","520.0","77.6","25.4","25.4","84.6","82.0","26.4","10.7","10.9","26.9","228.2","724.0","-0.943","0.0","-4.3","0.0","364.2","326.1","26.2","0.003","0.0","150.0","148.8","149.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","191.5","188.3","190.3","181.6","-0.1","190.0","226.2","450.2","451.9","196.4","0.0","0.0","0.0","0","0"
"2025/02/13","00:02:46",233,"520.0","520.0","520.0","364.2","520.0","77.6","25.4","25.4","84.6","82.0","26.4","10.7","11.0","26.9","229.0","724.7","-0.942","0.0","-4.3","0.0","364.2","326.1","26.2","0.003","0.0","150.1","149.2","149.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","191.7","188.4","190.4","181.6","-0.1","190.0","226.3","450.2","452.0","196.2","0.0","0.0","0.0","0","0"
"2025/02/13","00:02:51",233,"520.0","520.0","520.0","364.2","520.0","77.6","25.4","25.4","84.6","82.0","26.4","10.7","11.0","26.9","228.6","723.1","-0.943","0.0","-4.3","0.0","364.2","326.1","26.2","0.003","0.0","150.3","149.4","149.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","192.2","188.5","190.5","181.6","-0.1","190.0","226.2","450.1","452.0","196.4","0.0","0.0","0.0","0","0"
"2025/02/13","00:02:56",233,"520.0","519.9","520.0","364.2","520.0","77.5","25.4","25.4","84.5","82.0","26.4","10.7","11.0","26.9","229.3","723.3","-0.942","0.0","-4.3","0.0","364.2","326.1","26.2","0.003","0.0","150.3","149.5","149.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","191.6","188.3","190.4","181.6","-0.1","190.1","226.1","450.1","451.9","196.3","0.0","0.0","0.0","0","0"
"2025/02/13","00:03:01",266,"520.0","519.9","520.0","364.2","520.0","77.6","25.4","25.5","84.5","82.0","26.4","10.7","11.0","26.9","229.3","723.8","-0.942","0.0","-4.3","0.0","364.2","326.1","26.2","0.003","0.0","150.1","149.5","149.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","191.0","188.3","190.4","181.7","-0.1","190.0","226.2","450.1","451.9","196.4","0.0","0.0","0.0","0","0"
"2025/02/13","00:03:06",232,"520.0","519.9","520.0","364.2","520.0","77.6","25.4","25.4","84.4","82.0","26.4","10.6","11.0","26.9","229.7","723.6","-0.943","0.0","-4.3","0.0","364.2","326.1","26.2","0.003","0.0","150.0","149.2","150.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","191.0","188.3","190.5","181.7","-0.1","190.0","226.2","450.0","451.9","196.2","0.0","0.0","0.0","0","0"
"2025/02/13","00:03:11",247,"520.0","520.0","520.0","364.2","520.0","77.6","25.4","25.4","84.4","82.1","26.4","10.6","11.0","26.9","230.8","724.5","-0.943","0.0","-4.3","0.0","364.2","326.1","26.2","0.003","0.0","150.0","149.2","149.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","190.9","188.5","190.2","181.7","-0.1","190.0","226.4","450.0","451.9","196.2","0.0","-0.0","0.0","0","0"
"2025/02/13","00:03:16",232,"520.0","519.9","520.0","364.2","520.0","77.6","25.4","25.4","84.4","82.1","26.4","10.5","10.9","26.9","229.3","723.3","-0.943","0.0","-4.3","0.0","364.2","326.1","26.2","0.004","0.0","150.2","149.4","149.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","190.7","188.4","190.3","181.6","-0.1","190.0","226.2","449.9","451.8","196.2","0.0","0.0","0.0","0","0"
"2025/02/13","00:03:21",247,"519.9","519.9","520.0","364.2","520.0","77.5","25.4","25.4","84.3","82.1","26.4","10.5","10.9","26.9","230.8","722.9","-0.943","0.0","-4.3","0.0","364.2","326.1","26.2","0.003","0.0","150.1","149.5","149.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","190.9","188.5","190.4","181.6","-0.1","190.0","226.2","450.0","451.7","196.3","0.0","-0.0","0.0","0","0"
"2025/02/13","00:03:26",232,"520.0","519.9","520.0","364.2","520.0","77.5","25.4","25.4","84.3","82.1","26.4","10.4","10.8","26.9","230.0","723.8","-0.942","0.0","-4.3","0.0","364.2","326.1","26.2","0.003","0.0","149.8","149.5","149.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","190.8","188.5","190.5","181.6","-0.1","190.0","226.1","449.8","451.8","196.3","0.0","-0.0","0.0","0","0"
"2025/02/13","00:03:31",230,"520.0","519.9","520.0","364.2","520.0","77.6","25.4","25.4","84.3","82.1","26.4","10.4","10.8","26.9","229.7","723.1","-0.942","0.0","-4.3","0.0","364.2","326.1","26.2","0.003","0.0","150.1","149.3","149.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","190.9","188.8","190.5","181.7","-0.1","189.9","226.1","449.8","451.6","196.2","0.0","0.0","0.0","0","0"
"2025/02/13","00:03:36",230,"520.0","520.0","520.0","364.1","520.0","77.5","25.4","25.4","84.2","82.1","26.4","10.4","10.8","26.9","230.8","723.6","-0.942","0.0","-4.3","0.0","364.2","326.1","26.2","0.004","0.0","150.0","149.3","149.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","191.0","188.9","190.5","181.7","-0.1","190.0","226.2","449.8","451.6","196.4","0.0","-0.0","0.0","0","0"
"2025/02/13","00:03:41",230,"520.0","520.0","520.0","364.2","520.0","77.5","25.4","25.4","84.2","82.1","26.4","10.4","10.8","26.9","230.0","723.3","-0.942","0.0","-4.3","0.0","364.2","326.1","26.2","0.003","0.0","150.3","149.2","149.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","191.4","189.4","190.4","181.6","-0.1","189.9","226.2","449.7","451.5","196.2","0.0","-0.0","0.0","0","0"
"2025/02/13","00:03:46",230,"520.0","520.0","520.0","364.2","520.0","77.6","25.4","25.4","84.2","82.1","26.4","10.4","10.7","26.9","231.1","724.0","-0.943","0.0","-4.3","0.0","364.2","326.1","26.2","0.004","0.0","150.4","149.4","149.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","191.7","189.8","190.5","181.6","-0.1","190.0","226.2","449.8","451.5","196.2","0.0","-0.0","0.0","0","0"
"2025/02/13","00:03:51",230,"520.0","520.0","520.0","364.2","520.0","77.5","25.4","25.4","84.2","82.1","26.4","10.4","10.7","26.9","231.1","723.1","-0.942","0.0","-4.3","0.0","364.2","326.1","26.2","0.004","0.0","149.9","149.4","149.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","192.0","190.2","190.5","181.6","-0.1","189.9","226.2","449.8","451.5","196.4","0.0","-0.0","0.0","0","0"
"2025/02/13","00:03:56",246,"520.0","520.0","520.0","364.2","520.0","77.5","25.4","25.4","84.3","82.1","26.4","10.4","10.7","26.9","232.2","723.3","-0.943","0.0","-4.3","0.0","364.2","326.0","26.2","0.003","0.0","149.8","149.4","150.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","192.1","190.4","190.6","181.6","-0.1","189.9","226.2","449.7","451.3","196.3","0.0","-0.0","0.0","0","0"
"2025/02/13","00:04:01",230,"520.0","520.0","520.0","364.2","520.0","77.5","25.4","25.4","84.3","82.1","26.4","10.4","10.7","26.9","232.2","722.9","-0.942","0.0","-4.3","0.0","364.1","326.1","26.2","0.004","0.0","150.2","149.3","149.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","191.8","190.5","190.6","181.6","-0.1","190.0","226.2","449.8","451.4","196.2","0.0","-0.0","0.0","0","0"
"2025/02/13","00:04:06",246,"520.0","519.9","520.0","364.2","520.0","77.5","25.4","25.4","84.3","82.1","26.4","10.4","10.7","26.9","232.2","722.9","-0.942","0.0","-4.3","0.0","364.2","326.0","26.2","0.004","0.0","150.1","149.4","149.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","191.9","190.6","190.5","181.5","-0.1","189.9","226.2","449.8","451.3","196.2","0.0","-0.0","0.0","0","0"
"2025/02/13","00:04:11",230,"520.0","520.0","520.0","364.2","520.0","77.5","25.4","25.4","84.3","82.1","26.4","10.4","10.7","26.9","233.3","723.6","-0.942","0.0","-4.3","0.0","364.2","326.1","26.2","0.004","0.0","150.1","149.3","149.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","192.2","190.6","190.7","181.6","-0.1","189.8","226.2","449.8","451.2","196.4","0.0","-0.0","0.0","0","0"
"2025/02/13","00:04:16",246,"520.0","519.9","520.0","364.1","520.0","77.5","25.4","25.4","84.4","82.1","26.4","10.4","10.7","26.9","233.3","723.3","-0.942","0.0","-4.3","0.0","364.1","326.1","26.1","0.004","0.0","150.0","149.2","149.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","192.0","190.7","190.7","181.6","-0.1","189.9","226.2","449.8","451.2","196.3","0.0","0.0","0.0","0","0"
"2025/02/13","00:04:21",229,"520.0","519.9","520.0","364.2","520.0","77.5","25.4","25.5","84.4","82.1","26.4","10.3","10.7","26.9","233.6","723.3","-0.942","0.0","-4.3","0.0","364.2","326.0","26.2","0.003","0.0","149.9","149.2","149.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","191.7","190.3","190.8","181.6","-0.1","189.8","226.2","450.0","451.2","196.3","0.0","0.0","0.0","0","0"
"2025/02/13","00:04:26",229,"520.0","519.9","520.0","364.2","520.0","77.5","25.4","25.4","84.4","82.0","26.4","10.3","10.7","26.9","233.6","723.8","-0.943","0.0","-4.3","0.0","364.1","326.0","26.2","0.004","0.0","150.0","149.2","149.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","191.6","190.5","190.8","181.6","-0.1","190.0","226.2","450.0","451.1","196.4","0.0","0.0","0.0","0","0"
"2025/02/13","00:04:31",229,"520.0","520.0","520.0","364.2","520.0","77.5","25.4","25.5","84.5","82.0","26.4","10.3","10.7","26.9","233.6","723.1","-0.942","0.0","-4.3","0.0","364.2","326.1","26.2","0.004","0.0","150.1","149.4","149.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","191.4","190.7","190.7","181.5","-0.1","189.9","226.2","450.1","451.1","196.3","0.0","-0.0","0.0","0","0"
"2025/02/13","00:04:36",246,"520.0","519.9","520.0","364.2","520.0","77.5","25.4","25.5","84.5","82.0","26.4","10.3","10.7","26.9","233.6","723.3","-0.942","0.0","-4.3","0.0","364.2","326.0","26.2","0.004","0.0","150.0","149.5","149.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","191.6","191.1","190.7","181.5","-0.1","190.0","226.2","450.2","451.1","196.2","0.0","-0.0","0.0","0","0"
"2025/02/13","00:04:41",229,"520.0","519.9","520.0","364.2","520.0","77.4","25.4","25.5","84.5","82.0","26.4","10.3","10.7","26.9","232.9","723.6","-0.943","0.0","-4.3","0.0","364.2","326.0","26.2","0.004","0.0","150.0","149.2","149.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","191.6","191.4","190.7","181.6","-0.1","190.0","226.2","450.3","451.0","196.2","0.0","-0.0","0.0","0","0"
"2025/02/13","00:04:46",244,"520.0","520.0","520.0","364.1","520.0","77.5","25.4","25.6","84.6","82.0","26.4","10.3","10.7","26.9","234.0","723.6","-0.943","0.0","-4.3","0.0","364.1","326.0","26.2","0.004","0.0","149.8","149.4","149.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","191.4","191.7","190.8","181.5","-0.1","189.8","226.2","450.5","451.0","196.2","0.0","-0.0","0.0","0","0"
"2025/02/13","00:04:51",227,"520.0","520.0","520.0","364.1","520.0","77.4","25.4","25.5","84.6","82.0","26.4","10.3","10.7","26.9","233.3","723.3","-0.943","0.0","-4.3","0.0","364.2","326.0","26.2","0.003","0.0","149.9","149.4","150.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","191.4","191.9","190.8","181.6","-0.1","189.9","226.1","450.6","450.9","196.2","0.0","-0.0","0.0","0","0"
"2025/02/13","00:04:56",226,"520.0","520.0","520.0","364.2","520.0","77.4","25.4","25.5","84.5","82.0","26.4","10.3","10.6","26.9","234.4","724.0","-0.943","0.0","-4.3","0.0","364.1","326.0","26.2","0.004","0.0","150.2","149.3","149.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","191.6","191.9","190.7","181.7","-0.1","190.0","226.2","450.7","450.8","196.1","0.0","-0.0","0.0","0","0"
"2025/02/13","00:05:01",260,"520.0","520.0","520.0","364.1","519.9","77.5","25.4","25.5","84.5","82.0","26.4","10.3","10.6","26.9","234.7","723.8","-0.943","0.0","-4.3","0.0","364.1","326.0","26.2","0.004","0.0","149.9","149.3","149.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","191.7","192.3","190.8","181.6","-0.1","190.0","226.2","450.9","450.8","196.2","0.0","0.0","0.0","0","0"
